YEAR,TEAM,ORNK,OYDS,OYPG,RUSHYDS,RUSHYPG,PASSYDS,PASSYPG,OPTS,OPTS/G,ODOWNRNK,TOT1D,RUSH1D,PASS1D,PEN1D,O3DMADE,O3DATT,3DPCT,O4DMADE,04DATT,O4DPCT,OPENS,OPENYDS,OPASSRNK,COM,OPATT,OPCT,OPASSYDS,OPYPG,OYPA,OLNGPASS,OPASSTD,OINT,SKALLWD,SYDALLWD,OPASSRAT,ORUNRNK,ORUNATT,ORUNYDS,ORUNAVG,ORUNYPG,ORUNLNG,ORUNTD,OFUM,OFUMLST,ORECRNK,OREC,ORECYDS,ORECAVG,ORECYPG,ORECLNG,ORECTD,ORECFUM,ORECLST,ORETRNK,OKRETATT,OKRETYDS,OKRETAVG,OKRETTD,OKRETLNG,PRETATT,PRETYDS,PRETAVG,PRETTD,PRETLNG,PRETFC,OKRNK,XPM,XPA,XP%,FGM,FGA,FG%,KLNG,KPTS,PNTRNK,PUNTS,PNTYDS,PNTAVG,PNTLNG,IN20,IN20%,TB,TB%,BP,PRETALLWD,PRETYDSALLWD,PRETAVGALLWD,PUNTNET,SACKRNK,TOTTKL,SOLOTKL,ASTTKL,SACK,FF,BK,INT,YDS,LNG,TD,PD,TORNK,INT,FUMTAKEN,TAKEAWAY,INTTHRWN,FUMLOST,GIVEAWAY,NETTO,DEFRNK,DYDS,DYPG,DRUSH,DRUSHYPG,DPASS,DPASSYPG,DPTS,DPTSPG,DDWNRANK,D1DTOT,D1DRUSH,D1DPASS,D1DPEN,D3DMADE,D3DATT,D3DPCT,D4DMADE,D4DATT,D4DPCT,DPENTOT,DPENYDS,DPASSRNK,DCOM,DPASSATT,DPASSPCT,DPASSYDS,DPASSYPG,DYPA,DPASSLNG,DPASSTD,DINT,SK,SYD,DRAT,DRUNRNK,DRUNATT,DRUNYDS,DRUNAVG,DRUNYPG,DRUNLNG,DRUNTD,DRUNFUM,DRUNLST,DRECRNK,DREC,DRECYDS,DRECAVG,DRECYPG,DRECLNG,DRECTD,DRECFUM,DRECLST,DRETRNK,DKATT,DKYDS,DKAVG,DKTD,DKLNG,DPATT,DPYDS,DPAVG,DPTD,DPLNG,DPFC,DKRNK,DXPM,DXPA,DXP%,DFGM,DFGA,DFG%,DKLNG,DKPTS,DPNTRNK,DPUNTS,DPNTYDS,DPNTAVG,DPNTLNG,DIN20,DIN20%,DTB,DTB%,DBP,DPNTRET,DPRETYDS,DPRETAVG,DPUNTNET,DTKLRNK,TOTTKLOPP,SOLOTKLOPP,ASTTCKLOPP,SACKALLWD,FFOPP,BKOPP,INTTHRWN,INTTHRWNYDS,INTTHRWNLNG,INTTHRWNTD,OPPPD,TRUOPATT,TRUOPASS,WINS,LASTWINS,NEXTWINS,NEXTDELTA,TRUDPATT,TRUDPASS,OINTRATE,DINTRATE,OFUMRATE,DFUMRATE,OFUMLOSTRATE,DFUMLOSTRATE,OFUMLOSTRATIO,DFUMLOSTRATIO,DFFRATE,OUNFFUM,OUNFFUMRATE,LASTDFFRATE,LASTOUNFFUMRATE,LASTTRUOPASS,LASTTRUDPASS,LASTOFUMRATE,LASTDFUMRATE,LASTOINTRATE,LASTDINTRATE
2003,NE,17,5039,314.9,1607,100.4,3432,214.5,348,21.8,16,294,91,177,26,84,227,37,6,14,42.9,111,998,9,320,537,59.6,3432,214.5,6.8,82,23,13,32,219,84.3,27,473,1607,3.4,100.4,42,9,21,10,8,320,3651,11.4,228.2,82,23,21,10,4,60,1428,23.8,1,92,50,462,9.2,0,23,25,11,37,38,97.4,25,34,73.5,48,112,31,87,3266,37.5,52,30,34.5,4,4.6,1,38,240,6.3,34.8,6,1164,847,317,41,19,2,29,358,65,5,121,2,29,12,41,13,11,24,17,7,4666,291.6,1434,89.6,3232,202,238,14.9,22,314,102,178,34,85,225,37.8,5,11,45.5,118,983,15,328,618,53.1,3232,202,5.64,67,11,29,41,253,56.2,4,401,1434,3.6,89.6,23,10,23,10,17,328,3485,10.6,217.8,67,11,23,10,13,77,1623,21.1,0,75,38,240,6.3,1,57,11,10,21,21,100,25,35,71.4,57,96,10,90,3658,40.6,71,21,23.3,5,5.6,0,50,462,9.2,35.5,14,1252,902,350,32,15,3,13,122,37,1,74,569,6.03,14,9,14,0,659,4.90,0.024,0.047,0.025,0.030,0.010,0.033,0.48,0.43,0.025,6,0.007,0.018,0.004,5.62,5.63,0.019,3.453,0.023,0.034
2003,NO,11,5438,339.9,2000,125,3438,214.9,340,21.3,13,302,100,177,25,106,229,46.3,5,19,26.3,103,878,8,314,535,58.7,3438,214.9,6.81,76,25,8,36,203,88.7,11,448,2000,4.5,125,76,11,27,19,10,314,3641,11.6,227.6,76,25,27,19,19,72,1524,21.2,0,53,40,360,9,0,27,12,16,36,37,97.3,22,30,73.3,50,102,4,71,3144,44.3,59,28,39.4,5,7,1,36,294,8.2,40.1,21,1014,849,165,32,20,4,14,226,73,2,102,18,14,13,27,8,20,28,-1,18,5234,327.1,2241,140.1,2993,187.1,326,20.4,23,316,134,168,14,84,207,40.6,10,22,45.5,79,620,8,264,485,54.4,2993,187.1,6.52,79,20,14,32,171,76.3,27,480,2241,4.7,140.1,69,12,19,10,8,264,3164,12,197.8,79,20,19,10,29,67,1587,23.7,2,100,36,294,8.2,0,46,18,21,35,35,100,25,31,80.6,49,110,23,75,3183,42.4,60,21,28,3,4,1,40,360,9,37.6,16,1050,875,175,36,20,2,8,104,20,1,82,571,6.02,8,9,8,0,517,5.79,0.015,0.029,0.034,0.024,0.013,0.013,0.70,0.53,0.026,7,0.009,0.026,0.007,5.97,6.02,0.028,3.582,0.028,0.034
2003,NYG,20,4942,308.9,1559,97.4,3383,211.4,243,15.2,15,300,90,184,26,73,218,33.5,2,17,11.8,127,1090,11,344,616,55.8,3383,211.4,5.91,77,16,20,44,259,68.4,28,387,1559,4,97.4,27,6,27,16,9,344,3642,10.6,227.6,77,16,27,16,29,75,1492,19.9,0,36,32,163,5.1,0,15,15,27,23,23,100,20,27,74.1,47,83,21,90,3641,40.5,59,31,34.4,6,6.7,1,40,432,10.8,35.7,2,1153,899,254,45,21,4,10,199,56,2,71,31,10,12,22,20,18,38,-16,22,5320,332.5,1912,119.5,3408,213,387,24.2,25,317,127,159,31,80,215,37.2,8,14,57.1,115,981,25,309,519,59.5,3408,213,7.15,64,25,10,46,302,89.5,18,495,1912,3.9,119.5,68,12,26,11,26,309,3710,12,231.9,64,25,26,11,4,56,1128,20.1,0,50,40,432,10.8,2,84,20,31,41,42,97.6,28,37,75.7,52,125,1,80,2922,36.5,57,25,31.3,3,3.8,2,32,163,5.1,34.5,30,1089,858,231,44,26,2,20,169,41,2,106,660,5.13,4,10,6,2,565,6.03,0.032,0.019,0.035,0.031,0.012,0.042,0.59,0.42,0.025,1,0.001,0.019,0.009,6.90,5.40,0.028,2.667,0.026,0.020
2003,NYJ,19,4951,309.4,1635,102.2,3316,207.3,283,17.7,22,274,78,181,15,82,206,39.8,6,13,46.2,69,550,13,312,496,62.9,3316,207.3,7.11,65,20,14,31,208,85.8,25,409,1635,4,102.2,56,8,16,6,14,312,3524,11.3,220.3,65,20,16,6,2,60,1461,24.4,1,90,30,332,11.1,0,47,18,14,24,24,100,27,32,84.4,48,105,32,71,2655,37.4,55,22,31,4,5.6,1,22,322,14.6,32.9,17,1231,898,333,35,11,0,11,155,39,0,66,14,11,9,20,14,6,20,0,21,5319,332.4,2294,143.4,3025,189.1,299,18.7,21,306,116,171,19,78,221,35.3,8,22,36.4,129,1105,10,281,455,61.8,3025,189.1,7.13,59,14,11,35,218,83.4,28,542,2294,4.2,143.4,31,17,16,9,11,281,3243,11.5,202.7,59,14,16,9,12,71,1496,21.1,0,63,22,322,14.6,1,78,26,5,33,33,100,20,27,74.1,50,93,2,66,2518,38.2,56,31,47,3,4.5,0,30,332,11.1,33.1,12,1055,794,261,31,10,2,14,164,55,2,76,527,6.29,6,9,10,4,490,6.17,0.028,0.024,0.021,0.019,0.019,0.017,0.38,0.56,0.013,6,0.008,0.013,0.000,6.61,6.01,0.016,3.712,0.021,0.027
2003,OAK,25,4573,285.8,1822,113.9,2751,171.9,270,16.9,28,258,98,140,20,66,217,30.4,14,25,56,134,1120,27,278,521,53.4,2751,171.9,5.74,47,9,14,43,237,65,16,423,1822,4.3,113.9,53,15,18,9,27,278,2988,10.7,186.8,47,9,18,9,24,77,1596,20.7,1,85,38,492,12.9,2,80,14,22,28,29,96.6,22,25,88,55,94,1,96,4503,46.9,73,27,28.1,13,13.5,0,52,669,12.9,39.9,28,1133,910,223,25,12,2,14,280,83,2,56,18,14,11,25,14,12,26,-1,30,5904,369,2510,156.9,3394,212.1,379,23.7,5,270,89,155,26,71,209,34,7,16,43.8,96,709,22,286,467,61.2,3394,212.1,7.62,65,21,14,25,162,87.3,32,544,2510,4.6,156.9,55,21,20,9,19,286,3556,12.4,222.3,65,21,20,9,32,57,1474,25.9,0,61,52,669,12.9,0,54,14,25,35,36,97.2,28,34,82.4,54,119,13,80,3271,40.9,61,22,27.5,12,15,2,38,492,12.9,34.7,24,1045,833,212,43,16,1,14,132,43,0,82,564,4.88,4,11,5,1,492,6.90,0.027,0.030,0.024,0.023,0.036,0.029,0.50,0.45,0.014,2,0.003,0.014,-0.001,6.83,5.75,0.018,3.578,0.016,0.037
2003,PHI,18,5035,314.7,2015,125.9,3020,188.8,374,23.4,13,302,105,156,41,69,190,36.3,3,7,42.9,96,817,20,279,484,57.6,3020,188.8,6.76,59,17,11,43,253,80.5,9,417,2015,4.8,125.9,64,23,16,8,18,279,3273,11.7,204.6,59,17,16,8,16,65,1387,21.3,0,54,31,378,12.2,2,84,24,9,42,42,100,24,29,82.8,57,114,20,79,3207,40.6,60,27,34.2,10,12.7,0,35,272,7.8,37.2,9,1017,905,112,38,17,2,13,158,34,1,98,8,13,13,26,11,11,22,4,20,5307,331.7,2071,129.4,3236,202.3,287,17.9,29,326,124,178,24,97,231,42,10,18,55.6,110,1006,16,337,559,60.3,3236,202.3,6.23,60,17,13,38,248,78.7,22,461,2071,4.5,129.4,76,13,24,12,16,337,3484,10.3,217.8,60,17,24,12,20,74,1590,21.5,1,54,35,272,7.8,0,72,15,5,27,28,96.4,22,30,73.3,53,93,4,77,3037,39.4,69,20,26,2,2.6,1,31,378,12.2,34.5,24,903,773,130,43,17,1,11,161,34,1,98,527,5.73,12,12,13,1,597,5.42,0.023,0.023,0.022,0.029,0.024,0.028,0.50,0.50,0.020,-1,-0.001,0.037,0.000,5.79,5.00,0.025,3.525,0.020,0.027
2003,PIT,22,4792,299.5,1488,93,3304,206.5,300,18.8,21,275,77,174,24,82,227,36.1,11,22,50,111,1005,14,306,532,57.5,3304,206.5,6.67,81,19,17,42,244,76.4,31,446,1488,3.3,93,32,10,15,9,13,306,3548,11.6,221.8,81,19,15,9,25,68,1405,20.7,0,53,45,551,12.2,2,84,12,19,31,32,96.9,23,32,71.9,51,100,12,84,3521,41.9,72,27,32.1,8,9.5,1,47,299,6.4,38.4,17,1048,850,198,35,11,1,14,215,42,2,76,21,14,11,25,17,11,28,-3,9,4783,298.9,1736,108.5,3047,190.4,327,20.4,16,292,99,165,28,85,209,40.7,7,12,58.3,78,720,11,294,484,60.7,3047,190.4,6.71,61,20,14,34,198,82.4,12,450,1736,3.9,108.5,78,14,18,10,12,294,3245,11,202.8,61,20,18,10,8,66,1359,20.6,1,100,47,299,6.4,0,45,12,8,32,35,91.4,21,24,87.5,47,95,9,91,3694,40.6,61,23,25.3,11,12.1,0,45,551,12.2,34.5,21,1116,877,239,42,15,1,17,386,75,3,94,574,5.76,6,10,15,9,518,5.88,0.032,0.029,0.019,0.023,0.016,0.021,0.60,0.56,0.014,0,0.000,0.017,0.003,6.55,5.55,0.017,2.987,0.040,0.033
2003,SD,14,5167,322.9,2146,134.1,3021,188.8,313,19.6,17,290,117,146,27,62,197,31.5,10,19,52.6,126,1016,19,297,525,56.6,3021,188.8,6.15,73,21,19,29,205,73.1,6,417,2146,5.1,134.1,73,16,16,11,22,297,3226,10.9,201.6,73,21,16,11,14,84,1804,21.5,0,60,49,391,8,0,49,9,28,36,36,100,15,20,75,51,81,14,83,3456,41.6,56,29,34.9,3,3.6,0,38,409,10.8,36.7,24,1090,909,181,30,15,0,13,157,41,1,68,28,13,7,20,19,12,31,-11,27,5593,349.6,2218,138.6,3375,210.9,441,27.6,20,304,93,183,28,99,235,42.1,7,18,38.9,105,825,21,322,524,61.5,3375,210.9,6.82,60,36,13,30,200,94.3,25,518,2218,4.3,138.6,58,12,18,7,20,322,3575,11.1,223.4,60,36,18,7,19,67,1437,21.4,1,85,38,409,10.8,2,80,20,27,52,53,98.1,23,26,88.5,53,121,29,74,3162,42.7,73,16,21.6,4,5.4,0,49,391,8,37.4,11,965,826,139,29,11,2,19,196,32,1,79,554,5.45,4,8,12,8,554,6.09,0.036,0.025,0.022,0.021,0.030,0.031,0.69,0.39,0.017,5,0.007,0.016,-0.002,5.67,6.65,0.012,3.077,0.030,0.028
2003,SF,5,5687,355.4,2279,142.4,3408,213,384,24,8,313,118,172,23,86,215,40,5,19,26.3,104,807,10,299,511,58.5,3408,213,6.98,75,25,15,28,158,84,5,499,2279,4.6,142.4,78,17,20,9,12,299,3566,11.9,222.9,75,25,20,9,23,64,1327,20.7,1,95,40,276,6.9,0,20,15,8,38,41,92.7,26,37,70.3,48,116,30,68,2629,38.7,56,17,25,3,4.4,1,28,258,9.2,34.9,4,990,824,166,42,15,1,23,389,68,1,90,4,23,14,37,15,10,25,12,13,4928,308,1690,105.6,3238,202.4,337,21.1,7,272,92,164,16,75,209,35.9,9,21,42.9,114,882,17,310,514,60.3,3238,202.4,6.9,75,25,23,42,306,78.6,9,420,1690,4,105.6,49,13,13,8,18,310,3544,11.4,221.5,75,25,13,8,15,77,1641,21.3,0,75,28,258,9.2,1,81,15,3,40,40,100,17,26,65.4,53,91,5,75,2975,39.7,58,16,21.3,3,4,1,40,276,6.9,36,9,1070,897,173,28,14,4,15,291,65,1,82,539,6.32,7,10,2,-5,556,5.82,0.029,0.045,0.024,0.017,0.015,0.034,0.45,0.62,0.019,6,0.007,0.020,0.000,5.83,6.00,0.013,3.567,0.018,0.034
2003,SS,6,5627,351.7,2009,125.6,3618,226.1,404,25.3,3,338,121,190,27,96,205,46.8,2,7,28.6,91,777,7,317,521,60.8,3618,226.1,7.43,80,27,16,43,254,88.2,10,453,2009,4.4,125.6,55,18,15,9,7,317,3872,12.2,242,80,27,15,9,22,64,1336,20.9,0,56,34,320,9.4,1,83,22,9,48,48,100,22,30,73.3,58,114,18,67,2762,41.2,61,29,43.3,3,4.5,2,29,140,4.8,39.1,7,1112,905,207,40,12,1,16,157,33,0,89,18,16,12,28,16,13,29,-1,19,5239,327.4,1759,109.9,3480,217.5,327,20.4,4,249,89,140,20,68,214,31.8,7,18,38.9,104,817,27,343,573,59.9,3480,217.5,6.51,72,24,16,40,248,81.4,14,456,1759,3.9,109.9,50,9,21,11,28,343,3728,10.9,233,72,24,21,11,7,79,1626,20.6,0,52,29,140,4.8,0,19,22,20,34,35,97.1,25,31,80.6,50,109,6,75,3028,40.4,64,19,25.3,6,8,1,34,320,9.4,36.1,24,1067,864,203,43,15,3,16,164,80,1,76,564,6.41,10,7,9,-1,613,5.68,0.031,0.028,0.018,0.025,0.009,0.049,0.60,0.52,0.014,0,0.000,0.020,0.001,6.58,5.85,0.024,3.482,0.027,0.034
2003,STL,9,5457,341.1,1496,93.5,3961,247.6,447,27.9,5,335,97,211,27,92,216,42.6,7,15,46.7,92,667,3,377,600,62.8,3961,247.6,7.15,48,23,23,43,326,81,30,411,1496,3.6,93.5,52,19,22,10,2,377,4287,11.4,267.9,48,23,22,10,17,70,1488,21.3,0,42,39,337,8.6,0,44,11,1,46,46,100,39,42,92.9,53,163,9,59,2525,42.8,57,14,23.7,5,8.5,0,32,484,15.1,34.6,4,990,845,145,42,25,4,24,505,74,3,85,7,24,22,46,23,16,39,7,16,5052,315.8,1980,123.8,3072,192,328,20.5,9,275,79,167,29,51,184,27.7,11,18,61.1,96,793,12,296,510,58,3072,192,6.59,77,23,24,42,291,73.3,20,412,1980,4.8,123.8,76,9,24,19,14,296,3363,11.4,210.2,77,23,24,19,30,83,1985,23.9,2,100,32,484,15.1,2,84,12,4,35,36,97.2,19,24,79.2,50,92,26,72,3061,42.5,61,19,26.4,8,11.1,2,39,337,8.6,37.8,24,1059,925,134,43,23,0,23,300,70,1,88,643,6.16,12,7,8,-4,552,5.57,0.038,0.047,0.026,0.032,0.002,0.026,0.45,0.79,0.033,-1,-0.001,0.032,0.004,6.10,6.43,0.030,4.197,0.043,0.026
2003,TB,10,5453,340.8,1648,103,3805,237.8,301,18.8,11,307,86,190,31,78,220,35.5,8,15,53.3,117,1104,6,369,592,62.3,3805,237.8,6.66,76,27,22,23,136,81.5,24,421,1648,3.9,103,61,5,20,8,6,369,3941,10.7,246.3,76,27,20,8,32,55,1042,18.9,0,44,35,242,6.9,0,19,18,28,33,34,97.1,16,26,61.5,50,81,6,83,3590,43.3,60,26,31.3,6,7.2,0,39,489,12.5,37.4,13,1050,845,205,36,23,3,20,229,44,3,75,10,20,13,33,22,9,31,2,5,4466,279.1,1756,109.8,2710,169.4,264,16.5,28,325,122,176,27,84,209,40.2,8,11,72.7,95,835,3,274,475,57.7,2710,169.4,6.2,75,16,20,36,234,69.7,13,451,1756,3.9,109.8,47,6,27,11,3,274,2944,10.7,184,75,16,27,11,28,59,1393,23.6,0,90,39,489,12.5,0,52,12,15,27,27,100,25,34,73.5,51,102,32,81,3559,43.9,58,22,27.2,10,12.3,1,35,242,6.9,41,5,1067,892,175,23,21,6,22,394,73,4,98,615,6.19,7,12,5,-2,511,5.30,0.037,0.042,0.025,0.035,0.007,0.005,0.40,0.41,0.030,-1,-0.001,0.025,-0.002,5.67,4.50,0.024,3.173,0.018,0.061
2003,TEN,8,5501,343.8,1623,101.4,3878,242.4,435,27.2,10,310,84,211,15,86,211,40.8,6,14,42.9,110,887,5,315,502,62.7,3878,242.4,8.03,73,30,9,25,153,100.3,26,486,1623,3.3,101.4,28,12,20,9,5,315,4031,12.8,251.9,73,30,20,9,31,68,1299,19.1,0,39,37,429,11.6,1,58,22,3,43,44,97.7,32,37,86.5,50,139,5,71,3117,43.9,58,26,36.6,8,11.3,0,30,276,9.2,40,9,1023,786,237,38,14,0,21,312,60,3,82,3,21,13,34,9,12,21,13,12,4901,306.3,1295,80.9,3606,225.4,324,20.3,31,333,122,187,24,86,216,39.8,5,14,35.7,130,1001,30,332,546,60.8,3606,225.4,7.01,86,20,21,38,223,78.2,1,342,1295,3.8,80.9,42,10,17,9,30,332,3829,11.5,239.3,86,20,17,9,1,81,1521,18.8,0,71,30,276,9.2,1,59,13,23,34,34,100,26,30,86.7,53,112,20,78,3290,42.2,65,24,30.8,3,3.8,0,37,429,11.6,36.7,6,1138,882,256,25,16,0,9,264,95,3,67,527,7.36,12,11,5,-7,584,6.17,0.018,0.038,0.024,0.024,0.006,0.064,0.45,0.53,0.020,4,0.005,0.020,0.001,6.37,5.88,0.014,3.110,0.030,0.032
2003,WAS,23,4659,291.2,1653,103.3,3006,187.9,287,17.9,23,272,95,156,21,73,215,34,8,14,57.1,124,1038,21,283,527,53.7,3006,187.9,6.21,64,21,16,43,267,73.3,22,421,1653,3.9,103.3,38,8,17,10,18,283,3273,11.6,204.6,64,21,17,10,9,66,1482,22.5,1,94,22,205,9.3,0,28,19,18,26,27,96.3,25,33,75.8,54,101,22,84,3377,40.2,69,24,28.6,5,6,0,40,393,9.8,35.5,27,987,858,129,27,16,0,17,184,44,0,72,10,17,13,30,16,12,28,2,25,5412,338.3,2217,138.6,3195,199.7,372,23.3,32,336,130,179,27,89,222,40.1,10,14,71.4,96,767,14,285,483,59,3195,199.7,6.94,80,23,17,27,159,81.4,24,504,2217,4.4,138.6,52,20,20,10,13,285,3354,11.8,209.6,80,23,20,10,9,60,1238,20.6,0,52,40,393,9.8,0,36,16,15,45,45,100,19,31,61.3,52,102,21,71,2997,42.2,59,20,28.2,10,14.1,0,22,205,9.3,39.3,24,913,799,114,43,14,2,16,178,44,2,103,570,5.27,5,7,6,1,510,6.26,0.030,0.035,0.023,0.025,0.024,0.022,0.59,0.50,0.020,3,0.004,0.024,0.004,5.45,5.31,0.032,2.969,0.036,0.026
2004,ARI,27,4550,284.4,1668,104.3,2882,180.1,284,17.8,21,280,86,152,42,84,241,34.9,5,12,41.7,124,948,24,299,533,56.1,2882,180.1,6.01,48,14,18,39,320,68.6,22,475,1668,3.5,104.3,62,15,25,9,23,299,3202,10.7,200.1,48,14,25,9,28,65,1293,19.9,0,71,49,329,6.7,0,38,14,22,28,28,100,22,29,75.9,55,94,6,98,4230,43.2,57,32,32.7,7,7.1,1,56,486,8.7,38.2,14,982,819,163,38,20,2,15,214,65,1,94,18,15,15,30,18,11,29,1,12,5141,321.3,2105,131.6,3036,189.8,322,20.1,8,282,101,153,28,66,209,31.6,8,14,57.1,139,1121,9,271,505,53.7,3036,189.8,6.47,75,18,15,38,229,73.2,27,450,2105,4.7,131.6,74,12,27,15,8,271,3265,12,204.1,75,18,27,15,19,46,1017,22.1,1,87,56,486,8.7,1,71,16,18,29,30,96.7,25,26,96.2,54,104,20,96,4064,42.3,68,25,26,13,13.5,1,49,329,6.7,38.9,20,1099,905,194,39,27,1,18,263,76,1,102,572,5.04,6,4,5,-1,543,5.59,0.034,0.030,0.031,0.036,0.028,0.014,0.36,0.56,0.026,-2,-0.002,0.017,0.007,5.12,6.93,0.036,2.349,0.041,0.026
2004,ATL,20,5084,317.8,2672,167,2412,150.8,340,21.3,19,284,133,120,31,73,201,36.3,10,18,55.6,109,905,30,217,395,54.9,2412,150.8,6.82,62,15,16,50,280,72,1,524,2672,5.1,167,60,20,24,13,30,217,2692,12.4,168.3,62,15,24,13,13,61,1331,21.8,0,49,37,457,12.4,1,75,17,22,40,40,100,18,23,78.3,47,94,26,76,3082,40.6,56,19,25,7,9.2,0,33,134,4.1,38.8,1,974,850,124,48,18,2,19,442,85,4,80,17,19,13,32,16,14,30,2,14,5207,325.4,1681,105.1,3526,220.4,337,21.1,20,310,107,183,20,72,200,36,10,16,62.5,129,930,22,328,517,63.4,3526,220.4,7.42,80,19,19,48,312,82.8,8,434,1681,3.9,105.1,29,20,22,12,24,328,3838,11.7,239.9,80,19,22,12,7,56,1117,19.9,1,96,33,134,4.1,0,25,21,5,39,39,100,16,18,88.9,53,87,29,79,3466,43.9,67,20,25.3,5,6.3,1,37,457,12.4,38.1,27,963,818,145,50,19,0,16,201,75,0,66,445,5.42,11,5,8,-3,565,6.24,0.041,0.037,0.030,0.027,0.038,0.042,0.54,0.55,0.022,5,0.006,0.027,-0.006,4.86,6.99,0.020,2.216,0.046,0.030
2004,BAL,31,4375,273.4,2063,128.9,2312,144.5,317,19.8,30,260,103,135,22,81,231,35.1,4,15,26.7,94,894,31,258,465,55.5,2312,144.5,5.5,57,13,11,35,247,70.7,9,491,2063,4.2,128.9,75,11,18,10,32,258,2559,9.9,159.9,57,13,18,10,21,61,1264,20.7,0,64,60,616,10.3,2,78,12,8,30,30,100,29,32,90.6,50,117,25,97,3935,40.6,61,34,35.1,15,15.5,0,36,281,7.8,37.7,12,1084,839,245,39,17,0,21,700,106,5,81,5,21,13,34,11,12,23,11,6,4803,300.2,1681,105.1,3122,195.1,268,16.8,6,273,88,158,27,75,218,34.4,2,8,25,101,798,10,276,501,55.1,3122,195.1,6.76,76,14,21,39,264,68,8,469,1681,3.6,105.1,35,9,18,12,10,276,3386,12.3,211.6,76,14,18,12,27,65,1509,23.2,2,95,36,281,7.8,0,18,21,15,24,24,100,26,31,83.9,50,102,3,94,3767,40.1,59,24,25.5,2,2.1,0,60,616,10.3,33.5,13,1133,874,259,35,18,1,11,172,71,0,83,500,4.62,9,10,6,-3,540,5.78,0.024,0.042,0.023,0.023,0.041,0.017,0.56,0.67,0.022,0,0.000,0.029,0.014,4.96,4.85,0.040,3.376,0.046,0.045
2004,BUF,25,4691,293.2,1874,117.1,2817,176.1,395,24.7,25,271,102,149,20,77,215,35.8,10,21,47.6,121,1047,27,262,461,56.8,2817,176.1,6.58,69,21,17,38,215,76.7,13,483,1874,3.9,117.1,48,15,19,10,27,262,3032,11.6,189.5,69,21,19,10,2,63,1542,24.5,3,104,46,491,10.7,2,86,10,8,45,45,100,24,28,85.7,43,117,7,78,3362,43.1,80,17,21.8,10,12.8,0,37,315,8.5,39.1,3,1135,830,305,45,21,1,24,333,62,4,83,7,24,15,39,17,12,29,10,2,4228,264.3,1604,100.3,2624,164,284,17.8,4,258,79,150,29,77,214,36,11,15,73.3,120,865,3,261,486,53.7,2624,164,6.06,51,20,24,45,319,65.2,7,447,1604,3.6,100.3,58,6,23,13,3,261,2943,11.3,183.9,51,20,23,13,2,77,1406,18.3,0,65,37,315,8.5,0,34,6,21,27,27,100,27,32,84.4,47,108,8,78,3218,41.3,69,18,23.1,6,7.7,1,46,491,10.7,35,18,1119,854,265,38,15,0,17,357,94,1,76,499,5.65,9,6,5,-4,531,4.94,0.037,0.049,0.024,0.031,0.034,0.005,0.53,0.57,0.028,4,0.005,0.019,0.010,4.85,4.96,0.040,3.729,0.034,0.020
2004,CAR,13,5225,326.6,1582,98.9,3643,227.7,355,22.2,12,308,85,192,31,83,206,40.3,3,8,37.5,123,1020,9,311,536,58,3643,227.7,7.26,63,29,15,33,246,87,28,422,1582,3.7,98.9,71,10,17,8,10,311,3889,12.5,243.1,63,29,17,8,18,61,1307,21.4,0,49,28,165,5.9,0,18,14,18,39,40,97.5,20,25,80,54,99,4,78,3402,43.6,65,25,32.1,9,11.5,1,38,303,8,39.7,24,1028,872,156,34,19,2,26,420,97,2,96,4,26,12,38,15,11,26,12,20,5382,336.4,1904,119,3478,217.4,339,21.2,17,307,98,177,32,99,215,46,6,12,50,117,1078,18,303,513,59.1,3478,217.4,7.22,75,18,26,34,225,72,17,474,1904,4,119,71,19,25,11,18,303,3703,12.2,231.4,75,18,25,11,12,69,1477,21.4,0,66,38,303,8,0,34,12,14,39,39,100,20,28,71.4,48,99,13,63,2630,41.7,67,21,33.3,2,3.2,1,28,165,5.9,39.1,11,996,825,171,33,17,3,15,321,64,3,85,569,6.40,7,11,11,4,547,6.36,0.028,0.051,0.022,0.031,0.013,0.031,0.47,0.44,0.023,0,0.000,0.018,0.007,6.25,5.34,0.032,3.327,0.035,0.031
2004,CHI,32,3816,238.5,1624,101.5,2192,137,231,14.4,32,230,84,121,25,56,223,25.1,6,19,31.6,124,956,32,249,471,52.9,2192,137,5.61,63,9,16,66,449,61.7,25,430,1624,3.8,101.5,54,10,28,18,31,249,2641,10.6,165.1,63,9,28,18,15,74,1607,21.7,0,73,46,510,11.1,1,75,15,32,22,22,100,15,24,62.5,53,67,12,110,4691,42.6,58,35,31.8,5,4.5,0,57,380,6.7,39.2,23,1089,889,200,35,17,1,17,546,71,5,86,23,17,12,29,16,21,37,-8,21,5390,336.9,2050,128.1,3340,208.8,331,20.7,14,302,109,165,28,67,220,30.5,4,15,26.7,120,914,15,287,515,55.7,3340,208.8,6.82,69,23,17,35,173,78.1,25,496,2050,4.1,128.1,40,9,17,12,13,287,3513,12.2,219.6,69,23,17,12,14,54,1160,21.5,0,43,57,380,6.7,0,29,21,23,35,35,100,26,36,72.2,51,113,5,92,3713,40.4,57,18,19.6,13,14.1,0,46,510,11.1,34.8,32,1019,846,173,66,23,1,16,222,45,1,77,537,4.08,5,7,11,6,550,6.07,0.034,0.033,0.038,0.021,0.042,0.022,0.64,0.71,0.021,5,0.007,0.016,0.008,4.69,5.68,0.026,2.907,0.039,0.029
